ppnr,cond,spacex2,spacex3,spacex4,trial,category,categ,feature1,feature2,feature3,feature4,timeinstructions,count,set,x1,x2,x3,x4,x1_,x2_,x3_,x4_,rating,timerating,age,gender,sat,date,time
36,6,dec,acc,uni,2,Apartment,1,Price,Square_footage,Number_of_windows,Sound_insulation,17.519,2,14,3,1,3,2,"$1,500 ",850_sq_ft,$7 ,35_dB,40,11.107,19,M,0,10/28/2013,2:53:00_PM
36,6,dec,acc,uni,3,Apartment,1,Price,Square_footage,Number_of_windows,Sound_insulation,17.519,3,6,1,3,3,2,"$1,000 ","1,050_sq_ft",$7 ,35_dB,70,5.538,19,M,0,10/28/2013,2:53:00_PM
36,6,dec,acc,uni,4,Apartment,1,Price,Square_footage,Number_of_windows,Sound_insulation,17.519,4,11,2,3,1,2,"$1,250 ","1,050_sq_ft",$3 ,35_dB,50,3.526,19,M,0,10/28/2013,2:53:00_PM
36,6,dec,acc,uni,5,Apartment,1,Price,Square_footage,Number_of_windows,Sound_insulation,17.519,5,16,3,2,2,1,"$1,500 ","1,000_sq_ft",$4 ,20_dB,40,2.73,19,M,0,10/28/2013,2:53:00_PM
36,6,dec,acc,uni,6,Apartment,1,Price,Square_footage,Number_of_windows,Sound_insulation,17.519,6,7,2,1,1,3,"$1,250 ",850_sq_ft,$3 ,50_dB,50,7.925,19,M,0,10/28/2013,2:53:00_PM
36,6,dec,acc,uni,7,Apartment,1,Price,Square_footage,Number_of_windows,Sound_insulation,17.519,7,3,1,2,1,3,"$1,000 ","1,000_sq_ft",$3 ,50_dB,50,0.702,19,M,0,10/28/2013,2:53:00_PM
36,6,dec,acc,uni,8,Apartment,1,Price,Square_footage,Number_of_windows,Sound_insulation,17.519,8,18,3,3,3,3,"$1,500 ","1,050_sq_ft",$7 ,50_dB,50,0.718,19,M,0,10/28/2013,2:53:00_PM
36,6,dec,acc,uni,9,Apartment,1,Price,Square_footage,Number_of_windows,Sound_insulation,17.519,9,5,1,3,2,3,"$1,000 ","1,050_sq_ft",$4 ,50_dB,50,0.749,19,M,0,10/28/2013,2:53:00_PM
36,6,dec,acc,uni,10,Apartment,1,Price,Square_footage,Number_of_windows,Sound_insulation,17.519,10,2,1,1,2,2,"$1,000 ",850_sq_ft,$4 ,35_dB,60,1.513,19,M,0,10/28/2013,2:53:00_PM
36,6,dec,acc,uni,11,Apartment,1,Price,Square_footage,Number_of_windows,Sound_insulation,17.519,11,12,2,3,2,1,"$1,250 ","1,050_sq_ft",$4 ,20_dB,80,1.232,19,M,0,10/28/2013,2:53:00_PM
36,6,dec,acc,uni,12,Apartment,1,Price,Square_footage,Number_of_windows,Sound_insulation,17.519,12,15,3,2,1,2,"$1,500 ","1,000_sq_ft",$3 ,35_dB,50,0.952,19,M,0,10/28/2013,2:53:00_PM
36,6,dec,acc,uni,13,Apartment,1,Price,Square_footage,Number_of_windows,Sound_insulation,17.519,13,4,1,2,3,1,"$1,000 ","1,000_sq_ft",$7 ,20_dB,50,1.107,19,M,0,10/28/2013,2:53:00_PM
36,6,dec,acc,uni,14,Apartment,1,Price,Square_footage,Number_of_windows,Sound_insulation,17.519,14,10,2,2,3,3,"$1,250 ","1,000_sq_ft",$7 ,50_dB,50,1.014,19,M,0,10/28/2013,2:53:00_PM
36,6,dec,acc,uni,15,Apartment,1,Price,Square_footage,Number_of_windows,Sound_insulation,17.519,15,1,1,1,1,1,"$1,000 ",850_sq_ft,$3 ,20_dB,40,0.858,19,M,0,10/28/2013,2:53:00_PM
36,6,dec,acc,uni,16,Apartment,1,Price,Square_footage,Number_of_windows,Sound_insulation,17.519,16,17,3,3,1,1,"$1,500 ","1,050_sq_ft",$3 ,20_dB,51,5.398,19,M,0,10/28/2013,2:53:00_PM
36,6,dec,acc,uni,17,Apartment,1,Price,Square_footage,Number_of_windows,Sound_insulation,17.519,17,9,2,2,2,2,"$1,250 ","1,000_sq_ft",$4 ,35_dB,30,3.853,19,M,0,10/28/2013,2:53:00_PM
36,6,dec,acc,uni,18,Apartment,1,Price,Square_footage,Number_of_windows,Sound_insulation,17.519,18,13,3,1,2,3,"$1,500 ",850_sq_ft,4,50_dB,30,3.978,19,M,0,10/28/2013,2:54:00_PM
36,6,dec,acc,uni,19,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,6.084,1,14,3,1,3,2,$900 ,32_inch,8,50,10,9.921,19,M,0,10/28/2013,2:54:00_PM
36,6,dec,acc,uni,20,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,6.084,2,10,2,2,3,3,$600 ,50_inch,8,90,60,5.897,19,M,0,10/28/2013,2:54:00_PM
36,6,dec,acc,uni,21,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,6.084,3,8,2,1,3,1,$600 ,32_inch,8,10,30,3.479,19,M,0,10/28/2013,2:54:00_PM
36,6,dec,acc,uni,22,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,6.084,4,1,1,1,1,1,$300 ,32_inch,1,10,30,2.418,19,M,0,10/28/2013,2:54:00_PM
36,6,dec,acc,uni,23,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,6.084,5,3,1,2,1,3,$300 ,50_inch,1,90,90,4.118,19,M,0,10/28/2013,2:54:00_PM
36,6,dec,acc,uni,24,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,6.084,6,5,1,3,2,3,$300 ,60_inch,4,90,1,7.566,19,M,0,10/28/2013,2:54:00_PM
36,6,dec,acc,uni,25,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,6.084,7,11,2,3,1,2,$600 ,60_inch,1,50,1,2.293,19,M,0,10/28/2013,2:54:00_PM
36,6,dec,acc,uni,26,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,6.084,8,9,2,2,2,2,$600 ,50_inch,4,50,1,0.999,19,M,0,10/28/2013,2:54:00_PM
36,6,dec,acc,uni,27,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,6.084,9,17,3,3,1,1,$900 ,60_inch,1,10,90,1.965,19,M,0,10/28/2013,2:54:00_PM
36,6,dec,acc,uni,28,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,6.084,10,18,3,3,3,3,$900 ,60_inch,8,90,1,1.31,19,M,0,10/28/2013,2:54:00_PM
36,6,dec,acc,uni,29,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,6.084,11,15,3,2,1,2,$900 ,50_inch,1,50,50,1.467,19,M,0,10/28/2013,2:54:00_PM
36,6,dec,acc,uni,30,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,6.084,12,13,3,1,2,3,$900 ,32_inch,4,90,1,1.123,19,M,0,10/28/2013,2:54:00_PM
36,6,dec,acc,uni,31,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,6.084,13,6,1,3,3,2,$300 ,60_inch,8,50,1,1.389,19,M,0,10/28/2013,2:54:00_PM
36,6,dec,acc,uni,32,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,6.084,14,16,3,2,2,1,$900 ,50_inch,4,10,90,1.638,19,M,0,10/28/2013,2:54:00_PM
36,6,dec,acc,uni,33,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,6.084,15,2,1,1,2,2,$300 ,32_inch,4,50,1,1.592,19,M,0,10/28/2013,2:54:00_PM
36,6,dec,acc,uni,34,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,6.084,16,4,1,2,3,1,$300 ,50_inch,8,10,90,2.308,19,M,0,10/28/2013,2:54:00_PM
36,6,dec,acc,uni,35,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,6.084,17,12,2,3,2,1,$600 ,60_inch,4,10,90,33.025,19,M,0,10/28/2013,2:55:00_PM
36,6,dec,acc,uni,36,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,6.084,18,7,2,1,1,3,$600 ,32_inch,$1 ,$90 ,65,3.854,19,M,0,10/28/2013,2:55:00_PM
36,6,dec,acc,uni,37,Insurance,2,Insurance_premium,Liability_coverage,Comprehensive_and_collision_coverage,Deductible,5.35,1,2,1,1,2,2,$60 ,"$10,000 ","$7,500 ",$500 ,65,4.181,19,M,0,10/28/2013,2:55:00_PM
36,6,dec,acc,uni,38,Insurance,2,Insurance_premium,Liability_coverage,Comprehensive_and_collision_coverage,Deductible,5.35,2,5,1,3,2,3,$60 ,"$50,000 ","$7,500 ","$1,000 ",45,0.811,19,M,0,10/28/2013,2:55:00_PM
36,6,dec,acc,uni,39,Insurance,2,Insurance_premium,Liability_coverage,Comprehensive_and_collision_coverage,Deductible,5.35,3,9,2,2,2,2,$105 ,"$40,000 ","$7,500 ",$500 ,55,1.935,19,M,0,10/28/2013,2:55:00_PM
36,6,dec,acc,uni,40,Insurance,2,Insurance_premium,Liability_coverage,Comprehensive_and_collision_coverage,Deductible,5.35,4,11,2,3,1,2,$105 ,"$50,000 ","$5,000 ",$500 ,58,0.827,19,M,0,10/28/2013,2:55:00_PM
36,6,dec,acc,uni,41,Insurance,2,Insurance_premium,Liability_coverage,Comprehensive_and_collision_coverage,Deductible,5.35,5,17,3,3,1,1,$150 ,"$50,000 ","$5,000 ",$0 ,85,1.326,19,M,0,10/28/2013,2:55:00_PM
36,6,dec,acc,uni,42,Insurance,2,Insurance_premium,Liability_coverage,Comprehensive_and_collision_coverage,Deductible,5.35,6,10,2,2,3,3,$105 ,"$40,000 ","$15,000 ","$1,000 ",68,1.7,19,M,0,10/28/2013,2:55:00_PM
36,6,dec,acc,uni,43,Insurance,2,Insurance_premium,Liability_coverage,Comprehensive_and_collision_coverage,Deductible,5.35,7,12,2,3,2,1,$105 ,"$50,000 ","$7,500 ",$0 ,46,1.42,19,M,0,10/28/2013,2:55:00_PM
36,6,dec,acc,uni,44,Insurance,2,Insurance_premium,Liability_coverage,Comprehensive_and_collision_coverage,Deductible,5.35,8,15,3,2,1,2,$150 ,"$40,000 ","$5,000 ",$500 ,86,0.873,19,M,0,10/28/2013,2:55:00_PM
36,6,dec,acc,uni,45,Insurance,2,Insurance_premium,Liability_coverage,Comprehensive_and_collision_coverage,Deductible,5.35,9,6,1,3,3,2,$60 ,"$50,000 ","$15,000 ",$500 ,,1.982,19,M,0,10/28/2013,2:55:00_PM
36,6,dec,acc,uni,46,Insurance,2,Insurance_premium,Liability_coverage,Comprehensive_and_collision_coverage,Deductible,5.35,10,8,2,1,3,1,$105 ,"$10,000 ","$15,000 ",$0 ,45,0.982,19,M,0,10/28/2013,2:55:00_PM
36,6,dec,acc,uni,47,Insurance,2,Insurance_premium,Liability_coverage,Comprehensive_and_collision_coverage,Deductible,5.35,11,3,1,2,1,3,$60 ,"$40,000 ","$5,000 ","$1,000 ",85,1.092,19,M,0,10/28/2013,2:55:00_PM
36,6,dec,acc,uni,48,Insurance,2,Insurance_premium,Liability_coverage,Comprehensive_and_collision_coverage,Deductible,5.35,12,16,3,2,2,1,$150 ,"$40,000 ","$7,500 ",$0 ,,1.17,19,M,0,10/28/2013,2:55:00_PM
36,6,dec,acc,uni,49,Insurance,2,Insurance_premium,Liability_coverage,Comprehensive_and_collision_coverage,Deductible,5.35,13,18,3,3,3,3,$150 ,"$50,000 ","$15,000 ","$1,000 ",56,1.451,19,M,0,10/28/2013,2:56:00_PM
36,6,dec,acc,uni,50,Insurance,2,Insurance_premium,Liability_coverage,Comprehensive_and_collision_coverage,Deductible,5.35,14,4,1,2,3,1,$60 ,"$40,000 ","$15,000 ",$0 ,85,1.467,19,M,0,10/28/2013,2:56:00_PM
36,6,dec,acc,uni,51,Insurance,2,Insurance_premium,Liability_coverage,Comprehensive_and_collision_coverage,Deductible,5.35,15,14,3,1,3,2,$150 ,"$10,000 ","$15,000 ",$500 ,5,1.606,19,M,0,10/28/2013,2:56:00_PM
36,6,dec,acc,uni,52,Insurance,2,Insurance_premium,Liability_coverage,Comprehensive_and_collision_coverage,Deductible,5.35,16,13,3,1,2,3,$150 ,"$10,000 ","$7,500 ","$1,000 ",68,2.012,19,M,0,10/28/2013,2:56:00_PM
36,6,dec,acc,uni,53,Insurance,2,Insurance_premium,Liability_coverage,Comprehensive_and_collision_coverage,Deductible,5.35,17,7,2,1,1,3,$105 ,"$10,000 ","$5,000 ","$1,000 ",95,3.666,19,M,0,10/28/2013,2:56:00_PM
36,6,dec,acc,uni,54,Insurance,2,Insurance_premium,Liability_coverage,Comprehensive_and_collision_coverage,Deductible,5.35,18,1,1,1,1,1,$60 ,"$10,000 ","$5,000 ",$0 ,90,5.367,19,M,0,10/28/2013,2:56:00_PM
37,1,uni,acc,dec,1,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,14.056,1,2,1,1,2,2,$300 ,32_inch,$4 ,$70 ,50,29.515,19,M,1860,10/28/2013,2:46:00_PM
37,1,uni,acc,dec,2,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,14.056,2,14,3,1,3,2,$900 ,32_inch,$8 ,$70 ,1,11.544,19,M,1860,10/28/2013,2:47:00_PM
37,1,uni,acc,dec,3,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,14.056,3,10,2,2,3,3,$600 ,46_inch,$8 ,$90 ,20,17.909,19,M,1860,10/28/2013,2:47:00_PM
37,1,uni,acc,dec,4,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,14.056,4,4,1,2,3,1,$300 ,46_inch,$8 ,$10 ,100,5.304,19,M,1860,10/28/2013,2:47:00_PM
37,1,uni,acc,dec,5,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,14.056,5,12,2,3,2,1,$600 ,60_inch,$4 ,$10 ,70,10.437,19,M,1860,10/28/2013,2:47:00_PM
37,1,uni,acc,dec,6,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,14.056,6,11,2,3,1,2,$600 ,60_inch,$1 ,$70 ,50,5.835,19,M,1860,10/28/2013,2:47:00_PM
37,1,uni,acc,dec,7,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,14.056,7,16,3,2,2,1,$900 ,46_inch,$4 ,$10 ,1,5.039,19,M,1860,10/28/2013,2:47:00_PM
37,1,uni,acc,dec,8,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,14.056,8,15,3,2,1,2,$900 ,46_inch,$1 ,$70 ,1,3.775,19,M,1860,10/28/2013,2:47:00_PM
37,1,uni,acc,dec,9,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,14.056,9,13,3,1,2,3,$900 ,32_inch,$4 ,$90 ,1,1.903,19,M,1860,10/28/2013,2:48:00_PM
37,1,uni,acc,dec,10,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,14.056,10,3,1,2,1,3,$300 ,46_inch,$1 ,$90 ,60,7.207,19,M,1860,10/28/2013,2:48:00_PM
37,1,uni,acc,dec,11,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,14.056,11,6,1,3,3,2,$300 ,60_inch,$8 ,$70 ,100,6.693,19,M,1860,10/28/2013,2:48:00_PM
37,1,uni,acc,dec,12,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,14.056,12,9,2,2,2,2,$600 ,46_inch,4,70,20,4.352,19,M,1860,10/28/2013,2:48:00_PM
37,1,uni,acc,dec,13,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,14.056,13,8,2,1,3,1,$600 ,32_inch,8,10,1,2.402,19,M,1860,10/28/2013,2:48:00_PM
37,1,uni,acc,dec,14,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,14.056,14,17,3,3,1,1,$900 ,60_inch,$1 ,$10 ,40,7.473,19,M,1860,10/28/2013,2:48:00_PM
37,1,uni,acc,dec,15,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,14.056,15,7,2,1,1,3,$600 ,32_inch,$1 ,$90 ,1,3.198,19,M,1860,10/28/2013,2:48:00_PM
37,1,uni,acc,dec,16,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,14.056,16,5,1,3,2,3,$300 ,60_inch,$4 ,$90 ,100,4.134,19,M,1860,10/28/2013,2:48:00_PM
37,1,uni,acc,dec,17,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,14.056,17,1,1,1,1,1,$300 ,32_inch,$1 ,$10 ,50,5.117,19,M,1860,10/28/2013,2:48:00_PM
37,1,uni,acc,dec,18,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,14.056,18,18,3,3,3,3,$900 ,60_inch,$8 ,$90 ,100,8.642,19,M,1860,10/28/2013,2:48:00_PM
37,1,uni,acc,dec,19,Insurance,2,Insurance_premium,Liability_coverage,Comprehensive_and_collision_coverage,Deductible,29.453,1,13,3,1,2,3,$150 ,"$10,000 ","$7,500 ","$1,000 ",30,20.139,19,M,1860,10/28/2013,2:49:00_PM
37,1,uni,acc,dec,20,Insurance,2,Insurance_premium,Liability_coverage,Comprehensive_and_collision_coverage,Deductible,29.453,2,17,3,3,1,1,$150 ,"$50,000 ","$5,000 ",$0 ,40,10.671,19,M,1860,10/28/2013,2:49:00_PM
37,1,uni,acc,dec,21,Insurance,2,Insurance_premium,Liability_coverage,Comprehensive_and_collision_coverage,Deductible,29.453,3,5,1,3,2,3,$60 ,"$50,000 ","$7,500 ","$1,000 ",90,8.268,19,M,1860,10/28/2013,2:49:00_PM
37,1,uni,acc,dec,22,Insurance,2,Insurance_premium,Liability_coverage,Comprehensive_and_collision_coverage,Deductible,29.453,4,11,2,3,1,2,$105 ,"$50,000 ","$5,000 ",$750 ,80,6.911,19,M,1860,10/28/2013,2:50:00_PM
37,1,uni,acc,dec,23,Insurance,2,Insurance_premium,Liability_coverage,Comprehensive_and_collision_coverage,Deductible,29.453,5,18,3,3,3,3,$150 ,"$50,000 ","$15,000 ","$1,000 ",90,11.684,19,M,1860,10/28/2013,2:50:00_PM
37,1,uni,acc,dec,24,Insurance,2,Insurance_premium,Liability_coverage,Comprehensive_and_collision_coverage,Deductible,29.453,6,16,3,2,2,1,$150 ,"$30,000 ","$7,500 ",$0 ,20,6.832,19,M,1860,10/28/2013,2:50:00_PM
37,1,uni,acc,dec,25,Insurance,2,Insurance_premium,Liability_coverage,Comprehensive_and_collision_coverage,Deductible,29.453,7,10,2,2,3,3,$105 ,"$30,000 ","$15,000 ","$1,000 ",90,6.552,19,M,1860,10/28/2013,2:50:00_PM
37,1,uni,acc,dec,26,Insurance,2,Insurance_premium,Liability_coverage,Comprehensive_and_collision_coverage,Deductible,29.453,8,7,2,1,1,3,$105 ,"$10,000 ","$5,000 ","$1,000 ",40,5.788,19,M,1860,10/28/2013,2:50:00_PM
37,1,uni,acc,dec,27,Insurance,2,Insurance_premium,Liability_coverage,Comprehensive_and_collision_coverage,Deductible,29.453,9,6,1,3,3,2,$60 ,"$50,000 ","$15,000 ",$750 ,100,7.987,19,M,1860,10/28/2013,2:50:00_PM
37,1,uni,acc,dec,28,Insurance,2,Insurance_premium,Liability_coverage,Comprehensive_and_collision_coverage,Deductible,29.453,10,3,1,2,1,3,$60 ,"$30,000 ","$5,000 ","$1,000 ",50,6.193,19,M,1860,10/28/2013,2:50:00_PM
37,1,uni,acc,dec,29,Insurance,2,Insurance_premium,Liability_coverage,Comprehensive_and_collision_coverage,Deductible,29.453,11,9,2,2,2,2,$105 ,"$30,000 ","$7,500 ",$750 ,60,7.66,19,M,1860,10/28/2013,2:50:00_PM
37,1,uni,acc,dec,30,Insurance,2,Insurance_premium,Liability_coverage,Comprehensive_and_collision_coverage,Deductible,29.453,12,12,2,3,2,1,$105 ,"$50,000 ","$7,500 ",$0 ,70,9.157,19,M,1860,10/28/2013,2:51:00_PM
37,1,uni,acc,dec,31,Insurance,2,Insurance_premium,Liability_coverage,Comprehensive_and_collision_coverage,Deductible,29.453,13,15,3,2,1,2,$150 ,"$30,000 ","$5,000 ",$750 ,60,8.237,19,M,1860,10/28/2013,2:51:00_PM
37,1,uni,acc,dec,32,Insurance,2,Insurance_premium,Liability_coverage,Comprehensive_and_collision_coverage,Deductible,29.453,14,14,3,1,3,2,$150 ,"$10,000 ","$15,000 ",$750 ,1,9.875,19,M,1860,10/28/2013,2:51:00_PM
37,1,uni,acc,dec,33,Insurance,2,Insurance_premium,Liability_coverage,Comprehensive_and_collision_coverage,Deductible,29.453,15,4,1,2,3,1,$60 ,"$30,000 ","$15,000 ",$0 ,85,5.663,19,M,1860,10/28/2013,2:51:00_PM
37,1,uni,acc,dec,34,Insurance,2,Insurance_premium,Liability_coverage,Comprehensive_and_collision_coverage,Deductible,29.453,16,1,1,1,1,1,$60 ,"$10,000 ","$5,000 ",$0 ,40,10.686,19,M,1860,10/28/2013,2:51:00_PM
37,1,uni,acc,dec,35,Insurance,2,Insurance_premium,Liability_coverage,Comprehensive_and_collision_coverage,Deductible,29.453,17,8,2,1,3,1,$105 ,"$10,000 ","$15,000 ",$0 ,40,4.648,19,M,1860,10/28/2013,2:51:00_PM
37,1,uni,acc,dec,36,Insurance,2,Insurance_premium,Liability_coverage,Comprehensive_and_collision_coverage,Deductible,29.453,18,2,1,1,2,2,$60 ,"$10,000 ","$7,500 ",$750 ,50,9.438,19,M,1860,10/28/2013,2:51:00_PM
37,1,uni,acc,dec,37,Apartment,1,Price,Square_footage,Number_of_windows,Sound_insulation,6.474,1,11,2,3,1,2,"$1,250 ","1,050_sq_ft",$3 ,40_dB,80,19.173,19,M,1860,10/28/2013,2:52:00_PM
37,1,uni,acc,dec,38,Apartment,1,Price,Square_footage,Number_of_windows,Sound_insulation,6.474,2,9,2,2,2,2,"$1,250 ",950_sq_ft,$4 ,40_dB,80,7.457,19,M,1860,10/28/2013,2:52:00_PM
37,1,uni,acc,dec,39,Apartment,1,Price,Square_footage,Number_of_windows,Sound_insulation,6.474,3,5,1,3,2,3,"$1,000 ","1,050_sq_ft",$4 ,50_dB,90,12.807,19,M,1860,10/28/2013,2:52:00_PM
37,1,uni,acc,dec,40,Apartment,1,Price,Square_footage,Number_of_windows,Sound_insulation,6.474,4,7,2,1,1,3,"$1,250 ",850_sq_ft,$3 ,50_dB,70,4.524,19,M,1860,10/28/2013,2:52:00_PM
37,1,uni,acc,dec,41,Apartment,1,Price,Square_footage,Number_of_windows,Sound_insulation,6.474,5,6,1,3,3,2,"$1,000 ","1,050_sq_ft",$7 ,40_dB,100,8.19,19,M,1860,10/28/2013,2:52:00_PM
37,1,uni,acc,dec,42,Apartment,1,Price,Square_footage,Number_of_windows,Sound_insulation,6.474,6,16,3,2,2,1,"$1,500 ",950_sq_ft,$4 ,20_dB,20,6.115,19,M,1860,10/28/2013,2:53:00_PM
37,1,uni,acc,dec,43,Apartment,1,Price,Square_footage,Number_of_windows,Sound_insulation,6.474,7,12,2,3,2,1,"$1,250 ","1,050_sq_ft",$4 ,20_dB,50,4.478,19,M,1860,10/28/2013,2:53:00_PM
37,1,uni,acc,dec,44,Apartment,1,Price,Square_footage,Number_of_windows,Sound_insulation,6.474,8,13,3,1,2,3,"$1,500 ",850_sq_ft,$4 ,50_dB,1,3.4,19,M,1860,10/28/2013,2:53:00_PM
37,1,uni,acc,dec,45,Apartment,1,Price,Square_footage,Number_of_windows,Sound_insulation,6.474,9,10,2,2,3,3,"$1,250 ",950_sq_ft,$7 ,50_dB,90,5.554,19,M,1860,10/28/2013,2:53:00_PM
37,1,uni,acc,dec,46,Apartment,1,Price,Square_footage,Number_of_windows,Sound_insulation,6.474,10,3,1,2,1,3,"$1,000 ",950_sq_ft,$3 ,50_dB,85,4.742,19,M,1860,10/28/2013,2:53:00_PM
37,1,uni,acc,dec,47,Apartment,1,Price,Square_footage,Number_of_windows,Sound_insulation,6.474,11,4,1,2,3,1,"$1,000 ",950_sq_ft,$7 ,20_dB,60,5.71,19,M,1860,10/28/2013,2:53:00_PM
37,1,uni,acc,dec,48,Apartment,1,Price,Square_footage,Number_of_windows,Sound_insulation,6.474,12,18,3,3,3,3,"$1,500 ","1,050_sq_ft",$7 ,50_dB,100,5.741,19,M,1860,10/28/2013,2:53:00_PM
37,1,uni,acc,dec,49,Apartment,1,Price,Square_footage,Number_of_windows,Sound_insulation,6.474,13,1,1,1,1,1,"$1,000 ",850_sq_ft,$3 ,20_dB,20,4.93,19,M,1860,10/28/2013,2:53:00_PM
37,1,uni,acc,dec,50,Apartment,1,Price,Square_footage,Number_of_windows,Sound_insulation,6.474,14,17,3,3,1,1,"$1,500 ","1,050_sq_ft",$3 ,20_dB,10,8.018,19,M,1860,10/28/2013,2:53:00_PM
37,1,uni,acc,dec,51,Apartment,1,Price,Square_footage,Number_of_windows,Sound_insulation,6.474,15,14,3,1,3,2,"$1,500 ",850_sq_ft,$7 ,40_dB,1,5.647,19,M,1860,10/28/2013,2:53:00_PM
37,1,uni,acc,dec,52,Apartment,1,Price,Square_footage,Number_of_windows,Sound_insulation,6.474,16,15,3,2,1,2,"$1,500 ",950_sq_ft,$3 ,40_dB,1,2.808,19,M,1860,10/28/2013,2:53:00_PM
37,1,uni,acc,dec,53,Apartment,1,Price,Square_footage,Number_of_windows,Sound_insulation,6.474,17,2,1,1,2,2,"$1,000 ",850_sq_ft,$4 ,40_dB,1,2.044,19,M,1860,10/28/2013,2:53:00_PM
37,1,uni,acc,dec,54,Apartment,1,Price,Square_footage,Number_of_windows,Sound_insulation,6.474,18,8,2,1,3,1,"$1,250 ",850_sq_ft,$7 ,20_dB,1,4.415,19,M,1860,10/28/2013,2:53:00_PM
38,2,uni,dec,acc,1,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,30.514,1,1,1,1,1,1,$300 ,32_inch,1,10,50,20.077,21,M,700,10/28/2013,2:42:00_PM
38,2,uni,dec,acc,2,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,30.514,2,4,1,2,3,1,$300 ,46_inch,8,10,75,11.045,21,M,700,10/28/2013,2:42:00_PM
38,2,uni,dec,acc,3,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,30.514,3,5,1,3,2,3,$300 ,60_inch,6,90,50,11.435,21,M,700,10/28/2013,2:42:00_PM
38,2,uni,dec,acc,4,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,30.514,4,10,2,2,3,3,$600 ,46_inch,8,90,25,7.862,21,M,700,10/28/2013,2:42:00_PM
38,2,uni,dec,acc,5,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,30.514,5,18,3,3,3,3,$900 ,60_inch,8,90,1,11.326,21,M,700,10/28/2013,2:43:00_PM
38,2,uni,dec,acc,6,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,30.514,6,9,2,2,2,2,$600 ,46_inch,6,30,10,4.96,21,M,700,10/28/2013,2:43:00_PM
38,2,uni,dec,acc,7,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,30.514,7,2,1,1,2,2,$300 ,32_inch,6,30,25,5.632,21,M,700,10/28/2013,2:43:00_PM
38,2,uni,dec,acc,8,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,30.514,8,15,3,2,1,2,$900 ,46_inch,1,30,25,4.54,21,M,700,10/28/2013,2:43:00_PM
38,2,uni,dec,acc,9,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,30.514,9,6,1,3,3,2,$300 ,60_inch,8,30,40,6.552,21,M,700,10/28/2013,2:43:00_PM
38,2,uni,dec,acc,10,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,30.514,10,17,3,3,1,1,$900 ,60_inch,1,10,65,7.815,21,M,700,10/28/2013,2:43:00_PM
38,2,uni,dec,acc,11,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,30.514,11,3,1,2,1,3,$300 ,46_inch,1,90,15,4.945,21,M,700,10/28/2013,2:43:00_PM
38,2,uni,dec,acc,12,TV,3,Price,Screen_size,Number_of_devices,Repair_rating,30.514,12,16,3,2,2,1,$900 ,46_inch,6,10,50,6.724,21,M,700,10/28/2013,2:43:00_PM
